 snr  psuccess  ntrials 1000, r6315, r6333
-26.0 0.010  0.022 
-25.5 0.052  0.097
-25.0 0.22   0.262
-24.5 0.51   0.535
-24.0 0.80   0.844
-23.5 0.956  0.968
-23.0 0.9958 0.9963 
-22.5 1.0    1.0
