fspread0 0.2, BM (ntrials=0)
-22.0 0.09
-21.5 0.20  
-21.0 0.36  
-20.5 0.55   
-20.0 0.69
-19.5 0.83
-19.0 0.91   
-18.5 0.960 
-18.0 0.978 
-17.5 0.987 
